question;cypher;group;answer;cleaned_query;duration_query_generation;db_result;syntax_error;timeout_error;duration_query_execution;chat_generation_answer;duration_chat_answer;Human Evaluation
Are Cycloost On Trent and Psychoily Boulevard on the same line?;"MATCH (var1) WHERE var1.name=""Cycloost On Trent""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  MATCH (var6) WHERE var6.name=""Psychoily Boulevard""  MATCH (var6)-[var7]-() WITH 1 AS foo, var5, var7.line_name AS var8  WITH 1 AS foo, var5, var8 AS var9 WITH DISTINCT var9 as var10, 1 AS foo, var5  WITH 1 AS foo, length(apoc.coll.intersection(collect(var5), collect(var10))) > 0 AS var11 RETURN var11";;False;"MATCH (s1:STATION {name: ""Cycloost On Trent""})-[r:EDGE]-(s2:STATION {name: ""Psychoily Boulevard""})
RETURN COUNT(DISTINCT r.line_id) > 0 AS OnSameLine
";3.8891756534576416;"[{""OnSameLine"": false}]";False;False;0.0101516246795654;No, Cycloost On Trent and Psychoily Boulevard are not on the same line.;1.3367114067077637;Correct
What size is Mcmeig Grove?;"MATCH (var1) WHERE var1.name=""Mcmeig Grove""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;large;"MATCH (station:STATION {name: ""Mcmeig Grove""})
RETURN station.size AS Size
";1.7867472171783447;"[{""Size"": ""large""}]";False;False;0.0105097293853759;Mcmeig Grove is large in size.;0.6967589855194092;Correct
What music plays at Shreach Crossing?;"MATCH (var1) WHERE var1.name=""Shreach Crossing""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;rock n roll;"MATCH (station:STATION {name: ""Shreach Crossing""})
RETURN station.music AS Music
";1.5068213939666748;"[{""Music"": ""rock n roll""}]";False;False;0.0085184574127197;Rock n roll music plays at Shreach Crossing.;1.0094671249389648;Correct
Which stations does Olive Tuamp pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Olive Tuamp""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4 AS var5 WITH DISTINCT var5 as var6, 1 AS foo  WITH 1 AS foo, var6.name AS var7  RETURN var7";;['Sceiys Road', 'Trar Crossing', 'Mcnaibston', 'Chrift Court', 'Krep Bridge', 'Shroiack Way', 'Mcmeauctton', 'Twaizbridge', 'Hypaaft Court', 'Sift Boulevard', 'Maiaz Court', 'Praagy Crossing', 'Juibsbridge', 'Skieurmwich', 'Gluengington', 'Mccay Boulevard', 'Mclaipt Crossing', 'Wuierrham', 'Hroests Grove', 'Typauelly Way'];"MATCH (:LINE {name: ""Olive Tuamp""})<-[r:EDGE]-(:STATION)-[r2:EDGE]->(s:STATION)
RETURN DISTINCT s.name AS Station
";2.154031276702881;[];False;False;0.0245146751403808;I don't know the answer.;1.6398248672485352;Incorrect
How many stations are between Sprinnbridge and Hyeeys Palace?;"MATCH (var1) MATCH (var2) MATCH tmp1 = shortestPath((var1)-[*]-(var2))  WHERE var1.name=""Sprinnbridge"" AND var2.name=""Hyeeys Palace""  WITH 1 AS foo, tmp1 AS var3 UNWIND nodes(var3) AS var4  RETURN length(collect(var4))  - 2";MultiStep;8;"MATCH path = shortestPath((start:STATION {name: 'Sprinnbridge'})-[:EDGE*..50]-(end:STATION {name: 'Hyeeys Palace'}))
RETURN LENGTH(path) - 1 AS stationsBetween
";3.7667832374572754;"[{""stationsBetween"": 8}]";False;False;0.0115153789520263;There are 8 stations between Sprinnbridge and Hyeeys Palace.;1.449689865112305;Correct
Does Glauehl Way have rail connections?;"MATCH (var1) WHERE var1.name=""Glauehl Way""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;False;"MATCH (s1:STATION {name: ""Glauehl Way""})-[:EDGE]->(s2:STATION)
RETURN s1.name AS Station, s2.name AS ConnectedStation, s1.has_rail AS HasRail
";4.723562479019165;"[{""Station"": ""Glauehl Way"", ""ConnectedStation"": ""Psycheuff Palace"", ""HasRail"": false}]";False;False;0.0093858242034912;No, Glauehl Way does not have rail connections.;0.8665339946746826;Correct
How many lines is Praagy Crossing on?;"MATCH (var1) WHERE var1.name=""Praagy Crossing""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN length(collect(var5)) ";;1;"MATCH (:STATION {name: ""Praagy Crossing""})-[r:EDGE]-()
RETURN COUNT(DISTINCT r.line_id) AS NumberOfLines
";2.8127031326293945;"[{""NumberOfLines"": 1}]";False;False;0.0095136165618896;Praagy Crossing is on one line.;1.159404993057251;Correct
Are Sroom Hospital and Wheict Upon Thames on the same line?;"MATCH (var1) WHERE var1.name=""Sroom Hospital""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  MATCH (var6) WHERE var6.name=""Wheict Upon Thames""  MATCH (var6)-[var7]-() WITH 1 AS foo, var5, var7.line_name AS var8  WITH 1 AS foo, var5, var8 AS var9 WITH DISTINCT var9 as var10, 1 AS foo, var5  WITH 1 AS foo, length(apoc.coll.intersection(collect(var5), collect(var10))) > 0 AS var11 RETURN var11";;True;"MATCH (s1:STATION {name: ""Sroom Hospital""})-[r1:EDGE]-(l:LINE),
      (s2:STATION {name: ""Wheict Upon Thames""})-[r2:EDGE]-(l)
WHERE r1.line_id = r2.line_id
RETURN COUNT(l) > 0 AS OnSameLine
";4.315051794052124;"[{""OnSameLine"": false}]";False;False;0.0358037948608398;No, Sroom Hospital and Wheict Upon Thames are not on the same line.;1.8011069297790527;Incorrect
At Cliarmbridge what sort of music plays?;"MATCH (var1) WHERE var1.name=""Cliarmbridge""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;classical;"MATCH (station:STATION {name: ""Cliarmbridge""})
RETURN station.music AS MusicType
";2.431349992752075;"[{""MusicType"": ""classical""}]";False;False;0.0160274505615234;At Charmbridge, classical music plays.;1.2490859031677246;Correct
Which lines is Froemp Upon Thames on?;"MATCH (var1) WHERE var1.name=""Froemp Upon Thames""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN var5";;['Orange Dwomp', 'Pink Whiel'];"MATCH (:STATION {name: ""Froemp Upon Thames""})-[r:EDGE]-()
RETURN DISTINCT r.line_name AS LineName
";3.01291823387146;"[{""LineName"": ""Pink Whiel""}, {""LineName"": ""Orange Dwomp""}]";False;False;0.0095090866088867;I don't know the answer.;0.8406028747558594;Incorrect
Describe Smoick Manor station's architectural style.;"MATCH (var1) WHERE var1.name=""Smoick Manor""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;art-deco;"MATCH (station:STATION {name: ""Smoick Manor""})
RETURN station.name AS Station, station.architecture AS ArchitecturalStyle
";2.4495344161987305;"[{""Station"": ""Smoick Manor"", ""ArchitecturalStyle"": ""art-deco""}]";False;False;0.0081586837768554;Smoick Manor station features the art-deco architectural style, which is known for its bold geometric shapes, lavish ornamentation, and a sense of luxury.;3.2527968883514404;Correct
How many music styles does Orange Screic pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Orange Screic""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.music AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;6;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Orange Screic' UNWIND [s1.music, s2.music] AS musicStyle
RETURN COUNT(DISTINCT musicStyle)
";3.1900129318237305;"[{""COUNT(DISTINCT musicStyle)"": 6}]";False;False;0.0105135440826416;Orange Screic passes through six distinct music styles.;0.9432172775268556;Correct
Can you get rail connections at Mclaewn Upon Thames?;"MATCH (var1) WHERE var1.name=""Mclaewn Upon Thames""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;False;"MATCH (s1:STATION {name: ""Mclaewn Upon Thames""})-[:EDGE]->(s2:STATION)
RETURN s1.name AS Station, s2.name AS ConnectedStation, s1.has_rail AS HasRail
";3.5983688831329346;"[{""Station"": ""Mclaewn Upon Thames"", ""ConnectedStation"": ""Cliick On Trent"", ""HasRail"": false}]";False;False;0.0100181102752685;No, you cannot get rail connections at Mclaewn Upon Thames.;1.4616074562072754;Correct
At Mcdiah Hospital what sort of music plays?;"MATCH (var1) WHERE var1.name=""Mcdiah Hospital""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;classical;"MATCH (s:STATION {name: ""Mcdiah Hospital""})
RETURN s.music AS MusicType
";2.777902603149414;"[{""MusicType"": ""classical""}]";False;False;0.0155541896820068;At Mcdiah Hospital, classical music plays.;0.7977902889251709;Correct
At Criish Crossing what sort of music plays?;"MATCH (var1) WHERE var1.name=""Criish Crossing""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;none;"MATCH (station:STATION {name: ""Criish Crossing""})
RETURN station.music AS MusicType
";2.122665882110596;"[{""MusicType"": ""none""}]";False;False;0.0085077285766601;At Criish Crossing, there is no music that plays.;2.3853442668914795;Correct
How many architectural styles does Green Mcgoimp pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Green Mcgoimp""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.architecture AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;6;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Green Mcgoimp' UNWIND [s1.architecture, s2.architecture] AS architectureStyle
RETURN COUNT(DISTINCT architectureStyle)
";7.439152956008911;"[{""COUNT(DISTINCT architectureStyle)"": 6}]";False;False;0.013512372970581;Green Mcgoimp passes through six distinct architectural styles.;0.9318315982818604;Correct
Is there disabled access at Thuesh Way?;"MATCH (var1) WHERE var1.name=""Thuesh Way""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;False;"MATCH (station:STATION {name: ""Thuesh Way""})
RETURN station.name AS Station, station.disabled_access AS DisabledAccess
";1.8560938835144043;"[{""Station"": ""Thuesh Way"", ""DisabledAccess"": false}]";False;False;0.0156500339508056;No, there is no disabled access at Thuesh Way station.;1.588178634643555;Correct
Which stations does Orange Dwomp pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Orange Dwomp""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4 AS var5 WITH DISTINCT var5 as var6, 1 AS foo  WITH 1 AS foo, var6.name AS var7  RETURN var7";;['Schmeitchham', 'Whoubbridge', 'Spaiarf Manor', 'Froam Lane', 'Griaongly Palace', 'Raizbridge', 'Snioss St', 'Draamp Lane', 'Xoep Bridge', 'Mcfial St', 'Gioups International', 'Froemp Upon Thames', 'Whiaop Street', 'Hyuolt Manor', 'Xaung Boulevard', 'Sprurtneyland', 'Psychoily Boulevard', 'Ciics Street', 'Rhisk Crossing'];"MATCH (:LINE {name: 'Orange Dwomp'})<-[r:EDGE]-(:STATION)-[r2:EDGE]->(station:STATION)
RETURN DISTINCT station.name AS StationName
";2.63417387008667;[];False;False;0.0260555744171142;I don't know the answer.;0.7741868495941162;Incorrect
How big is Yatz Boulevard?;"MATCH (var1) WHERE var1.name=""Yatz Boulevard""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;massive;"MATCH (s:STATION {name: ""Yatz Boulevard""})
RETURN s.size AS Size
";1.8937575817108157;"[{""Size"": ""massive""}]";False;False;0.0075154304504394;Yatz Boulevard is massive in size.;0.6400725841522217;Correct
At Mcfoepp Lane what sort of music plays?;"MATCH (var1) WHERE var1.name=""Mcfoepp Lane""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;swing;"MATCH (station:STATION {name: ""Mcfoepp Lane""})
RETURN station.music AS MusicType
";1.7838962078094482;"[{""MusicType"": ""swing""}]";False;False;0.0075049400329589;At Mcfoepp Lane, swing music plays.;0.9545695781707764;Correct
How many lines is Steoft On Trent on?;"MATCH (var1) WHERE var1.name=""Steoft On Trent""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN length(collect(var5)) ";;1;"MATCH (:STATION {name: ""Steoft On Trent""})-[r:EDGE]-()
RETURN COUNT(DISTINCT r.line_id) AS NumberOfLines
";2.4930174350738525;"[{""NumberOfLines"": 1}]";False;False;0.0039997100830078;Stoke-on-Trent is on one line.;0.9808154106140136;Correct
At Smoick Manor what sort of music plays?;"MATCH (var1) WHERE var1.name=""Smoick Manor""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;rnb;"MATCH (s:STATION {name: ""Smoick Manor""})
RETURN s.music AS MusicType
";3.715212345123291;"[{""MusicType"": ""rnb""}]";False;False;0.0095143318176269;At Smoick Manor, R&B music plays.;2.0364673137664795;Correct
How many stations are between Sqiirry Estate and Fruirtyneyland?;"MATCH (var1) MATCH (var2) MATCH tmp1 = shortestPath((var1)-[*]-(var2))  WHERE var1.name=""Sqiirry Estate"" AND var2.name=""Fruirtyneyland""  WITH 1 AS foo, tmp1 AS var3 UNWIND nodes(var3) AS var4  RETURN length(collect(var4))  - 2";MultiStep;11;"MATCH path = shortestPath((start:STATION {name: 'Sqiirry Estate'})-[:EDGE*..50]-(end:STATION {name: 'Fruirtyneyland'}))
RETURN LENGTH(path) - 1 AS stationsBetween
";7.345855712890625;"[{""stationsBetween"": 11}]";False;False;0.0030844211578369;There are 11 stations between Sqiirry Estate and Fruirtyneyland.;1.3112287521362305;Correct
Does Maodston have rail connections?;"MATCH (var1) WHERE var1.name=""Maodston""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;True;"MATCH (s1:STATION {name: ""Maodston""})-[:EDGE]->(s2:STATION)
RETURN s1.name AS Station, s2.name AS ConnectedStation, s1.has_rail AS HasRail
";4.022495746612549;"[{""Station"": ""Maodston"", ""ConnectedStation"": ""Tousch Lane"", ""HasRail"": true}]";False;False;0.0085184574127197;Yes, Maodston has rail connections, including a link to Tousch Lane station.;2.102848052978516;Correct
How big is Sift Boulevard?;"MATCH (var1) WHERE var1.name=""Sift Boulevard""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;tiny;"MATCH (s:STATION {name: ""Sift Boulevard""})
RETURN s.size AS Size
";2.175340175628662;"[{""Size"": ""tiny""}]";False;False;0.0075068473815917;Sift Boulevard is tiny.;1.338106632232666;Correct
How many stations are between Snoiarty St and Dynuiech Bridge?;"MATCH (var1) MATCH (var2) MATCH tmp1 = shortestPath((var1)-[*]-(var2))  WHERE var1.name=""Snoiarty St"" AND var2.name=""Dynuiech Bridge""  WITH 1 AS foo, tmp1 AS var3 UNWIND nodes(var3) AS var4  RETURN length(collect(var4))  - 2";MultiStep;5;"MATCH path = shortestPath((start:STATION {name: 'Snoiarty St'})-[:EDGE*..50]-(end:STATION {name: 'Dynuiech Bridge'}))
RETURN LENGTH(path) - 1 AS stationsBetween
";4.777119159698486;"[{""stationsBetween"": 5}]";False;False;0.004002571105957;There are 5 stations between Snoiarty Street and Dynuiech Bridge.;0.9308502674102784;Correct
Describe Whauely Hospital station's architectural style.;"MATCH (var1) WHERE var1.name=""Whauely Hospital""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;glass;"MATCH (station:STATION {name: ""Whauely Hospital""})
RETURN station.architecture AS ArchitecturalStyle
";2.332081794738769;"[{""ArchitecturalStyle"": ""glass""}]";False;False;0.0092051029205322;Whauely Hospital station features a glass architectural style, which likely means it incorporates a significant use of glass in its design, creating a modern and transparent aesthetic.;2.83739709854126;Correct
How many architectural styles does Orange Dwomp pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Orange Dwomp""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.architecture AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Orange Dwomp' UNWIND [s1.architecture, s2.architecture] AS architectureStyle
RETURN COUNT(DISTINCT architectureStyle)
";4.690805435180664;"[{""COUNT(DISTINCT architectureStyle)"": 5}]";False;False;0.0085163116455078;Orange Dwomp passes through five distinct architectural styles.;0.9036309719085692;Correct
Describe Daiof Lane station's architectural style.;"MATCH (var1) WHERE var1.name=""Daiof Lane""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;concrete;"MATCH (station:STATION {name: ""Daiof Lane""})
RETURN station.name AS StationName, station.architecture AS ArchitectureStyle
";3.480834722518921;"[{""StationName"": ""Daiof Lane"", ""ArchitectureStyle"": ""concrete""}]";False;False;0.0168623924255371;Daiof Lane station features an architectural style that utilizes concrete as its primary material. This gives the station a modern and possibly industrial aesthetic, characteristic of many contemporary urban structures.;2.432126998901367;Correct
Is there disabled access at Claass Boulevard?;"MATCH (var1) WHERE var1.name=""Claass Boulevard""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;True;"MATCH (station:STATION {name: ""Claass Boulevard""})
RETURN station.name AS Station, station.disabled_access AS DisabledAccess
";1.573539972305298;"[{""Station"": ""Claass Boulevard"", ""DisabledAccess"": true}]";False;False;0.0099778175354003;Yes, there is disabled access at Claass Boulevard station.;1.0957841873168943;Correct
Does Mcclaify Court have disabled access?;"MATCH (var1) WHERE var1.name=""Mcclaify Court""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;True;"MATCH (station:STATION {name: ""Mcclaify Court""})
RETURN station.name AS Station, station.disabled_access AS DisabledAccess
";2.0603415966033936;"[{""Station"": ""Mcclaify Court"", ""DisabledAccess"": true}]";False;False;0.0085110664367675;Yes, Mcclaify Court has disabled access.;1.3542759418487549;Correct
What is the cleanliness level of Dyniaopt On Trent station?;"MATCH (var1) WHERE var1.name=""Dyniaopt On Trent""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;clean;"MATCH (station:STATION {name: ""Dyniaopt On Trent""})
RETURN station.name AS StationName, station.cleanliness AS CleanlinessLevel
";2.4948737621307373;"[{""StationName"": ""Dyniaopt On Trent"", ""CleanlinessLevel"": ""clean""}]";False;False;0.0125105381011962;The cleanliness level of Dyniaopt On Trent station is clean.;0.9933323860168456;Correct
What architectural style is Kroakswich?;"MATCH (var1) WHERE var1.name=""Kroakswich""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;new;"MATCH (s:STATION {name: ""Kroakswich""})
RETURN s.architecture AS ArchitecturalStyle
";3.6494970321655273;"[{""ArchitecturalStyle"": ""new""}]";False;False;0.0125229358673095;Kroakswich features a new architectural style.;2.0153489112854004;Correct
What is the cleanliness level of Typoawn Street station?;"MATCH (var1) WHERE var1.name=""Typoawn Street""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;derilict;"MATCH (station:STATION {name: ""Typoawn Street""})
RETURN station.name AS StationName, station.cleanliness AS CleanlinessLevel
";2.350301742553711;"[{""StationName"": ""Typoawn Street"", ""CleanlinessLevel"": ""derilict""}]";False;False;0.0083868503570556;The cleanliness level of Typoawn Street station is derelict.;1.244086503982544;Correct
What music plays at Mcmooth Lane?;"MATCH (var1) WHERE var1.name=""Mcmooth Lane""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;none;"MATCH (station:STATION {name: ""Mcmooth Lane""})
RETURN station.music AS Music
";2.5780842304229736;"[{""Music"": ""none""}]";False;False;0.0087916851043701;There is no music playing at Mcmooth Lane.;0.9220864772796632;Correct
