question;cypher;group;answer;cleaned_query;duration_query_generation;db_result;syntax_error;timeout_error;duration_query_execution;chat_generation_answer;duration_chat_answer;Human Evaluation
Are Cycloost On Trent and Psychoily Boulevard on the same line?;"MATCH (var1) WHERE var1.name=""Cycloost On Trent""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  MATCH (var6) WHERE var6.name=""Psychoily Boulevard""  MATCH (var6)-[var7]-() WITH 1 AS foo, var5, var7.line_name AS var8  WITH 1 AS foo, var5, var8 AS var9 WITH DISTINCT var9 as var10, 1 AS foo, var5  WITH 1 AS foo, length(apoc.coll.intersection(collect(var5), collect(var10))) > 0 AS var11 RETURN var11";;False;"MATCH (s1:STATION {name: ""Cycloost On Trent""})-[:EDGE]-(e:EDGE)-[:EDGE]-(s2:STATION {name: ""Psychoily Boulevard""})
RETURN e.line_name AS LineName, e.line_id AS LineID
";4.915439128875732;[];False;False;0.045405626296997;I don't know the answer.;0.9583828449249268;Incorrect
What size is Mcmeig Grove?;"MATCH (var1) WHERE var1.name=""Mcmeig Grove""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;large;"MATCH (s:STATION {name: ""Mcmeig Grove""})
RETURN s.size AS size
";2.1641736030578613;"[{""size"": ""large""}]";False;False;0.0125167369842529;Mcmeig Grove is large in size.;1.0120837688446045;Correct
What music plays at Shreach Crossing?;"MATCH (var1) WHERE var1.name=""Shreach Crossing""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;rock n roll;"MATCH (s:STATION {name: ""Shreach Crossing""})
RETURN s.music AS Music
";3.645153522491455;"[{""Music"": ""rock n roll""}]";False;False;0.0113618373870849;Rock n' roll music plays at Shreach Crossing.;1.2030737400054932;Correct
Which stations does Olive Tuamp pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Olive Tuamp""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4 AS var5 WITH DISTINCT var5 as var6, 1 AS foo  WITH 1 AS foo, var6.name AS var7  RETURN var7";;['Sceiys Road', 'Trar Crossing', 'Mcnaibston', 'Chrift Court', 'Krep Bridge', 'Shroiack Way', 'Mcmeauctton', 'Twaizbridge', 'Hypaaft Court', 'Sift Boulevard', 'Maiaz Court', 'Praagy Crossing', 'Juibsbridge', 'Skieurmwich', 'Gluengington', 'Mccay Boulevard', 'Mclaipt Crossing', 'Wuierrham', 'Hroests Grove', 'Typauelly Way'];"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION)
WHERE e.line_name = 'Olive Tuamp'
RETURN s1.name AS Station1, s2.name AS Station2
";4.213337659835815;"[{""Station1"": ""Sceiys Road"", ""Station2"": ""Mclaipt Crossing""}, {""Station1"": ""Maiaz Court"", ""Station2"": ""Sceiys Road""}, {""Station1"": ""Sift Boulevard"", ""Station2"": ""Juibsbridge""}, {""Station1"": ""Wuierrham"", ""Station2"": ""Sift Boulevard""}, {""Station1"": ""Krep Bridge"", ""Station2"": ""Wuierrham""}, {""Station1"": ""Mclaipt Crossing"", ""Station2"": ""Krep Bridge""}, {""Station1"": ""Mccay Boulevard"", ""Station2"": ""Twaizbridge""}, {""Station1"": ""Twaizbridge"", ""Station2"": ""Praagy Crossing""}, {""Station1"": ""Praagy Crossing"", ""Station2"": ""Mcmeauctton""}, {""Station1"": ""Mcmeauctton"", ""Station2"": ""Hypaaft Court""}, {""Station1"": ""Hypaaft Court"", ""Station2"": ""Mcnaibston""}, {""Station1"": ""Mcnaibston"", ""Station2"": ""Typauelly Way""}, {""Station1"": ""Typauelly Way"", ""Station2"": ""Skieurmwich""}, {""Station1"": ""Skieurmwich"", ""Station2"": ""Chrift Court""}, {""Station1"": ""Chrift Court"", ""Station2"": ""Trar Crossing""}, {""Station1"": ""Trar Crossing"", ""Station2"": ""Hroests Grove""}, {""Station1"": ""Hroests Grove"", ""Station2"": ""Maiaz Court""}, {""Station1"": ""Juibsbridge"", ""Station2"": ""Shroiack Way""}, {""Station1"": ""Shroiack Way"", ""Station2"": ""Gluengington""}]";False;False;0.0069599151611328;I don't know the answer.;1.1931512355804443;Correct
How many stations are between Sprinnbridge and Hyeeys Palace?;"MATCH (var1) MATCH (var2) MATCH tmp1 = shortestPath((var1)-[*]-(var2))  WHERE var1.name=""Sprinnbridge"" AND var2.name=""Hyeeys Palace""  WITH 1 AS foo, tmp1 AS var3 UNWIND nodes(var3) AS var4  RETURN length(collect(var4))  - 2";MultiStep;8;"MATCH path = (s1:STATION {name: 'Sprinnbridge'})-[:EDGE*]-(s2:STATION {name: 'Hyeeys Palace'})
RETURN LENGTH(path) - 1 AS stationsBetween
";3.713449954986572;;False;True;;;;Incorrect
Does Glauehl Way have rail connections?;"MATCH (var1) WHERE var1.name=""Glauehl Way""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;False;"MATCH (s:STATION)-[e:EDGE]-(s2:STATION)
WHERE s.name = 'Glauehl Way' AND s.has_rail = true
RETURN s.name AS Station, s.has_rail AS HasRail, e.line_name AS LineName, s2.name AS ConnectedStation
";5.251035451889038;[];False;False;0.0348103046417236;I don't know the answer.;0.8476037979125977;Incorrect
How many lines is Praagy Crossing on?;"MATCH (var1) WHERE var1.name=""Praagy Crossing""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN length(collect(var5)) ";;1;"MATCH (:STATION {name: ""Praagy Crossing""})-[:EDGE]-(:LINE) 
RETURN COUNT(DISTINCT line) AS NumberOfLines
";2.895364284515381;;True;False;;;;Incorrect
Are Sroom Hospital and Wheict Upon Thames on the same line?;"MATCH (var1) WHERE var1.name=""Sroom Hospital""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  MATCH (var6) WHERE var6.name=""Wheict Upon Thames""  MATCH (var6)-[var7]-() WITH 1 AS foo, var5, var7.line_name AS var8  WITH 1 AS foo, var5, var8 AS var9 WITH DISTINCT var9 as var10, 1 AS foo, var5  WITH 1 AS foo, length(apoc.coll.intersection(collect(var5), collect(var10))) > 0 AS var11 RETURN var11";;True;"MATCH (s1:STATION {name: 'Sroom Hospital'})-[:EDGE]-(e:LINE)-[:EDGE]-(s2:STATION {name: 'Wheict Upon Thames'})
RETURN e.name AS LineName, COUNT(DISTINCT e) > 0 AS OnSameLine
";6.158867120742798;[];False;False;0.0528280735015869;I don't know the answer.;0.854339599609375;Incorrect
At Cliarmbridge what sort of music plays?;"MATCH (var1) WHERE var1.name=""Cliarmbridge""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;classical;"MATCH (s:STATION {name: ""Cliarmbridge""})
RETURN s.music AS Music
";2.4631059169769287;"[{""Music"": ""classical""}]";False;False;0.0113341808319091;At Cliarmbridge, classical music plays.;0.7106995582580566;Correct
Which lines is Froemp Upon Thames on?;"MATCH (var1) WHERE var1.name=""Froemp Upon Thames""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN var5";;['Orange Dwomp', 'Pink Whiel'];"MATCH (s:STATION)-[e:EDGE]->(:STATION)
WHERE s.name = 'Froemp Upon Thames'
RETURN DISTINCT e.line_name AS line
";3.1409833431243896;"[{""line"": ""Pink Whiel""}, {""line"": ""Orange Dwomp""}]";False;False;0.0318882465362548;Froemp Upon Thames is on the Pink Whiel and Orange Dwomp lines.;1.4720244407653809;Correct
Describe Smoick Manor station's architectural style.;"MATCH (var1) WHERE var1.name=""Smoick Manor""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;art-deco;"MATCH (s:STATION {name: ""Smoick Manor""}) RETURN s.architecture AS ArchitecturalStyle
";2.043419361114502;"[{""ArchitecturalStyle"": ""art-deco""}]";False;False;0.0213880538940429;Smoick Manor station features an Art Deco architectural style.;0.929823637008667;Correct
How many music styles does Orange Screic pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Orange Screic""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.music AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;6;"MATCH (:LINE {name: ""Orange Screic""})<-[:EDGE]-(:STATION)-[:EDGE]->(s:STATION)
RETURN COUNT(DISTINCT s.music) AS music_styles
";5.402848720550537;"[{""music_styles"": 0}]";False;False;0.0135238170623779;Orange Screic passes through no music styles.;0.9658844470977784;Incorrect
Can you get rail connections at Mclaewn Upon Thames?;"MATCH (var1) WHERE var1.name=""Mclaewn Upon Thames""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;False;"MATCH (s1:STATION {name: ""Mclaewn Upon Thames""})-[:EDGE]-(s2:STATION)
WHERE s1.has_rail = true AND s2.has_rail = true
RETURN s1.name AS Station1, s2.name AS Station2
";5.417813062667847;[];False;False;0.0125141143798828;I don't know the answer.;0.6371569633483887;Incorrect
At Mcdiah Hospital what sort of music plays?;"MATCH (var1) WHERE var1.name=""Mcdiah Hospital""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;classical;"MATCH (s:STATION {name: ""Mcdiah Hospital""})
RETURN s.music AS Music
";2.840345859527588;"[{""Music"": ""classical""}]";False;False;0.0110294818878173;At Mcdiah Hospital, they play classical music.;0.8393266201019287;Correct
At Criish Crossing what sort of music plays?;"MATCH (var1) WHERE var1.name=""Criish Crossing""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;none;"MATCH (s:STATION {name: ""Criish Crossing""})
RETURN s.music AS Music
";3.668891668319702;"[{""Music"": ""none""}]";False;False;0.0122311115264892;At Criish Crossing, there is no music that plays.;1.2581310272216797;Correct
How many architectural styles does Green Mcgoimp pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Green Mcgoimp""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.architecture AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;6;"MATCH (:STATION {name: ""Green Mcgoimp""})-[:EDGE*]-(s:STATION)
RETURN COUNT(DISTINCT s.architecture) AS architecturalStyles
";4.414557695388794;"[{""architecturalStyles"": 0}]";False;False;0.0293240547180175;Green Mcgoimp passes through zero architectural styles.;1.4963045120239258;Incorrect
Is there disabled access at Thuesh Way?;"MATCH (var1) WHERE var1.name=""Thuesh Way""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;False;"MATCH (s:STATION {name: ""Thuesh Way""})
RETURN s.disabled_access AS DisabledAccess
";4.876363515853882;"[{""DisabledAccess"": false}]";False;False;0.0221409797668457;No, there is no disabled access at Thuesh Way.;2.231140613555908;Correct
Which stations does Orange Dwomp pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Orange Dwomp""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4 AS var5 WITH DISTINCT var5 as var6, 1 AS foo  WITH 1 AS foo, var6.name AS var7  RETURN var7";;['Schmeitchham', 'Whoubbridge', 'Spaiarf Manor', 'Froam Lane', 'Griaongly Palace', 'Raizbridge', 'Snioss St', 'Draamp Lane', 'Xoep Bridge', 'Mcfial St', 'Gioups International', 'Froemp Upon Thames', 'Whiaop Street', 'Hyuolt Manor', 'Xaung Boulevard', 'Sprurtneyland', 'Psychoily Boulevard', 'Ciics Street', 'Rhisk Crossing'];"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION)
WHERE e.line_name = 'Orange Dwomp'
RETURN s1.name AS Station1, s2.name AS Station2
";4.170444965362549;"[{""Station1"": ""Whiaop Street"", ""Station2"": ""Mcfial St""}, {""Station1"": ""Mcfial St"", ""Station2"": ""Hyuolt Manor""}, {""Station1"": ""Hyuolt Manor"", ""Station2"": ""Draamp Lane""}, {""Station1"": ""Draamp Lane"", ""Station2"": ""Griaongly Palace""}, {""Station1"": ""Griaongly Palace"", ""Station2"": ""Schmeitchham""}, {""Station1"": ""Schmeitchham"", ""Station2"": ""Psychoily Boulevard""}, {""Station1"": ""Psychoily Boulevard"", ""Station2"": ""Snioss St""}, {""Station1"": ""Snioss St"", ""Station2"": ""Rhisk Crossing""}, {""Station1"": ""Rhisk Crossing"", ""Station2"": ""Xoep Bridge""}, {""Station1"": ""Xoep Bridge"", ""Station2"": ""Spaiarf Manor""}, {""Station1"": ""Spaiarf Manor"", ""Station2"": ""Whoubbridge""}, {""Station1"": ""Whoubbridge"", ""Station2"": ""Froam Lane""}, {""Station1"": ""Froam Lane"", ""Station2"": ""Froemp Upon Thames""}, {""Station1"": ""Froemp Upon Thames"", ""Station2"": ""Ciics Street""}, {""Station1"": ""Ciics Street"", ""Station2"": ""Xaung Boulevard""}, {""Station1"": ""Xaung Boulevard"", ""Station2"": ""Sprurtneyland""}, {""Station1"": ""Sprurtneyland"", ""Station2"": ""Gioups International""}, {""Station1"": ""Gioups International"", ""Station2"": ""Raizbridge""}]";False;False;0.0125150680541992;The Orange Dwomp passes through the following stations: Whiaop Street, Mcfial St, Hyuolt Manor, Draamp Lane, Griaongly Palace, Schmeitchham, Psychoily Boulevard, Snioss St, Rhisk Crossing, Xoep Bridge, Spaiarf Manor, Whoubbridge, Froam Lane, Froemp Upon Thames, Ciics Street, Xaung Boulevard, Sprurtneyland, and finally Gioups International before reaching Raizbridge.;6.029911041259766;Correct
How big is Yatz Boulevard?;"MATCH (var1) WHERE var1.name=""Yatz Boulevard""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;massive;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION)
WHERE s1.name = ""Yatz Boulevard"" OR s2.name = ""Yatz Boulevard""
RETURN s1.size AS Size1, s2.size AS Size2";4.411460161209106;"[{""Size1"": ""tiny"", ""Size2"": ""massive""}, {""Size1"": ""massive"", ""Size2"": ""large""}]";False;False;0.0275938510894775;Yatz Boulevard is massive.;0.6637201309204102;Correct
At Mcfoepp Lane what sort of music plays?;"MATCH (var1) WHERE var1.name=""Mcfoepp Lane""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;swing;"MATCH (s:STATION {name: ""Mcfoepp Lane""})
RETURN s.music AS Music
";1.9134738445281985;"[{""Music"": ""swing""}]";False;False;0.009521484375;At Mcfoepp Lane, swing music plays.;1.1146273612976074;Correct
How many lines is Steoft On Trent on?;"MATCH (var1) WHERE var1.name=""Steoft On Trent""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN length(collect(var5)) ";;1;"MATCH (:STATION {name: ""Steoft On Trent""})-[r:EDGE]-()
RETURN COUNT(DISTINCT r.line_id) AS NumberOfLines
";2.9936838150024414;"[{""NumberOfLines"": 1}]";False;False;0.029726505279541;Stoke-on-Trent is on one line.;1.056199550628662;Correct
At Smoick Manor what sort of music plays?;"MATCH (var1) WHERE var1.name=""Smoick Manor""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;rnb;"MATCH (s:STATION {name: ""Smoick Manor""})
RETURN s.music AS Music
";1.6441171169281006;"[{""Music"": ""rnb""}]";False;False;0.0105097293853759;At Smoick Manor, R&B music plays.;2.1588234901428223;Correct
How many stations are between Sqiirry Estate and Fruirtyneyland?;"MATCH (var1) MATCH (var2) MATCH tmp1 = shortestPath((var1)-[*]-(var2))  WHERE var1.name=""Sqiirry Estate"" AND var2.name=""Fruirtyneyland""  WITH 1 AS foo, tmp1 AS var3 UNWIND nodes(var3) AS var4  RETURN length(collect(var4))  - 2";MultiStep;11;"MATCH path = (:STATION {name: 'Sqiirry Estate'})-[:EDGE*]->(:STATION {name: 'Fruirtyneyland'})
RETURN length(path) - 1 AS stationsBetween
";4.216508865356445;;False;True;;;;Incorrect
Does Maodston have rail connections?;"MATCH (var1) WHERE var1.name=""Maodston""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;True;"MATCH (s:STATION {name: ""Maodston""})-[e:EDGE]-(other:STATION)
RETURN s.name AS Station, e.line_name AS Line, other.name AS ConnectedStation
";5.312720775604248;"[{""Station"": ""Maodston"", ""Line"": ""Orange Faw"", ""ConnectedStation"": ""Tousch Lane""}, {""Station"": ""Maodston"", ""Line"": ""Orange Faw"", ""ConnectedStation"": ""Truick Grove""}]";False;False;0.0286066532135009;Yes, Maodston does have rail connections. It is connected to Tousch Lane and Truick Grove via the Orange Faw line.;5.803447961807251;Correct
How big is Sift Boulevard?;"MATCH (var1) WHERE var1.name=""Sift Boulevard""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;tiny;"MATCH (s:STATION {name: ""Sift Boulevard""})
RETURN s.size AS size
";2.6406404972076416;"[{""size"": ""tiny""}]";False;False;0.0100903511047363;Sift Boulevard is tiny in size.;1.229290008544922;Correct
How many stations are between Snoiarty St and Dynuiech Bridge?;"MATCH (var1) MATCH (var2) MATCH tmp1 = shortestPath((var1)-[*]-(var2))  WHERE var1.name=""Snoiarty St"" AND var2.name=""Dynuiech Bridge""  WITH 1 AS foo, tmp1 AS var3 UNWIND nodes(var3) AS var4  RETURN length(collect(var4))  - 2";MultiStep;5;"MATCH path = (start:STATION {name: 'Snoiarty St'})-[:EDGE*]-(end:STATION {name: 'Dynuiech Bridge'})
RETURN LENGTH(path) - 1 AS stationsBetween
";3.4481680393218994;;False;True;;;;Incorrect
Describe Whauely Hospital station's architectural style.;"MATCH (var1) WHERE var1.name=""Whauely Hospital""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;glass;"MATCH (s:STATION {name: ""Whauely Hospital""})
RETURN s.architecture AS ArchitecturalStyle
";1.7008545398712158;"[{""ArchitecturalStyle"": ""glass""}]";False;False;0.0105106830596923;Whauely Hospital station features a glass architectural style, which likely means it incorporates a significant amount of glass in its design, creating a modern and possibly transparent aesthetic.;2.0508873462677;Correct
How many architectural styles does Orange Dwomp pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Orange Dwomp""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.architecture AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (:STATION {name: ""Orange Dwomp""})-[:EDGE*]-(s:STATION)
RETURN COUNT(DISTINCT s.architecture) AS architecturalStyles
";3.62798523902893;"[{""architecturalStyles"": 0}]";False;False;0.0150172710418701;Orange Dwomp passes through no architectural styles.;1.8777499198913572;Incorrect
Describe Daiof Lane station's architectural style.;"MATCH (var1) WHERE var1.name=""Daiof Lane""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;concrete;"MATCH (s:STATION {name: ""Daiof Lane""}) RETURN s.architecture AS ArchitecturalStyle
";2.725144147872925;"[{""ArchitecturalStyle"": ""concrete""}]";False;False;0.0171849727630615;Daiof Lane station features a concrete architectural style, which likely gives it a modern and robust appearance.;1.81329345703125;Correct
Is there disabled access at Claass Boulevard?;"MATCH (var1) WHERE var1.name=""Claass Boulevard""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;True;"MATCH (s:STATION {name: ""Claass Boulevard""})
RETURN s.disabled_access AS DisabledAccess
";2.2426724433898926;"[{""DisabledAccess"": true}]";False;False;0.0115091800689697;Yes, there is disabled access at Claass Boulevard.;3.7845497131347656;Correct
Does Mcclaify Court have disabled access?;"MATCH (var1) WHERE var1.name=""Mcclaify Court""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;True;"MATCH (s:STATION {name: ""Mcclaify Court""})
RETURN s.name, s.disabled_access
";2.7139456272125244;"[{""s.name"": ""Mcclaify Court"", ""s.disabled_access"": true}]";False;False;0.0205340385437011;Yes, Mcclaify Court has disabled access.;0.9707965850830078;Correct
What is the cleanliness level of Dyniaopt On Trent station?;"MATCH (var1) WHERE var1.name=""Dyniaopt On Trent""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;clean;"MATCH (s:STATION {name: ""Dyniaopt On Trent""})
RETURN s.cleanliness AS cleanliness_level
";2.5186681747436523;"[{""cleanliness_level"": ""clean""}]";False;False;0.0111913681030273;The cleanliness level of Dyniaopt On Trent station is clean.;1.931195974349976;Correct
What architectural style is Kroakswich?;"MATCH (var1) WHERE var1.name=""Kroakswich""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;new;"MATCH (s:STATION {name: ""Kroakswich""}) RETURN s.architecture;
";2.7552709579467773;"[{""s.architecture"": ""new""}]";False;False;0.0185277462005615;Kroakswich features a new architectural style.;1.906193733215332;Correct
